code,name,is_etf
002078,太阳纸业,False
002079,苏州固锝,False
002080,中材科技,False
002081,金螳螂,False
002082,万邦德,False
002083,孚日股份,False
002084,海鸥住工,False
002085,万丰奥威,False
002086,东方海洋,False
002087,新纺退,False
002088,鲁阳节能,False
002089,新海退,False
002090,金智科技,False
002091,江苏国泰,False
002092,中泰化学,False
002093,国脉科技,False
002094,青岛金王,False
002095,生意宝,False
002096,易普力,False
002097,山河智能,False
002098,浔兴股份,False
002099,海翔药业,False
002100,天康生物,False
002101,广东鸿图,False
002102,能特科技,False
002103,广博股份,False
002104,恒宝股份,False
002105,信隆健康,False
002106,莱宝高科,False
002107,沃华医药,False
002108,沧州明珠,False
002109,兴化股份,False
002110,三钢闽光,False
002111,威海广泰,False
002112,三变科技,False
002114,罗平锌电,False
002115,三维通信,False
002116,中国海诚,False
002117,东港股份,False
002119,康强电子,False
002120,韵达股份,False
002121,科陆电子,False
002123,梦网科技,False
002124,天邦食品,False
002125,湘潭电化,False
002126,银轮股份,False
002127,南极电商,False
002128,电投能源,False
002129,TCL中环,False
002130,沃尔核材,False
002131,利欧股份,False
002132,恒星科技,False
002133,广宇集团,False
002134,天津普林,False
002135,东南网架,False
002136,安纳达,False
002137,实益达,False
002138,顺络电子,False
002139,拓邦股份,False
002140,东华科技,False
002141,贤丰控股,False
002142,宁波银行,False
002143,印纪退,False
002144,宏达高科,False
002145,钛能化学,False
002146,荣盛发展,False
002147,新光退,False
002148,北纬科技,False
002149,西部材料,False
002150,正泰电源,False
002151,北斗星通,False
002152,广电运通,False
002153,石基信息,False
002154,报喜鸟,False
002155,湖南黄金,False
002156,通富微电,False
002157,正邦科技,False
002158,汉钟精机,False
002159,三特索道,False
002160,常铝股份,False
002161,远望谷,False
002162,悦心健康,False
002163,海南发展,False
002164,宁波东力,False
002165,红宝丽,False
002166,莱茵生物,False
002167,东方锆业,False
002169,智光电气,False
002170,芭田股份,False
002171,楚江新材,False
002172,澳洋健康,False
002173,创新医疗,False
002174,游族网络,False
002175,东方智造,False
002176,江特电机,False
002177,御银股份,False
002178,延华智能,False
002179,中航光电,False
002180,纳思达,False
002181,粤传媒,False
002182,宝武镁业,False
002183,怡亚通,False
002184,海得控制,False
002185,华天科技,False
002186,全聚德,False
002187,广百股份,False
002188,中天服务,False
002189,中光学,False
002190,成飞集成,False
002191,劲嘉股份,False
002192,融捷股份,False
002193,如意集团,False
002194,武汉凡谷,False
002195,岩山科技,False
002196,方正电机,False
002197,证通电子,False
002198,嘉应制药,False
002201,九鼎新材,False
002202,金风科技,False
002203,海亮股份,False
002204,大连重工,False
002205,国统股份,False
002206,海利得,False
002207,准油股份,False
002208,合肥城建,False
002209,达意隆,False
002210,飞马国际,False
002212,天融信,False
002213,大为股份,False
002215,诺普信,False
002216,三全食品,False
002217,合力泰,False
002218,拓日新能,False
002219,新里程,False
002220,天宝退,False
002221,东华能源,False
002222,福晶科技,False
002223,鱼跃医疗,False
002224,三力士,False
002225,濮耐股份,False
002226,江南化工,False
002227,奥特迅,False
002228,合兴包装,False
002229,鸿博股份,False
002230,科大讯飞,False
002232,启明信息,False
002233,塔牌集团,False
002234,民和股份,False
002235,安妮股份,False
002236,大华股份,False
002237,恒邦股份,False
002238,天威视讯,False
002239,奥特佳,False
002240,盛新锂能,False
002241,歌尔股份,False
002242,九阳股份,False
002243,力合科创,False
002244,滨江集团,False
002245,蔚蓝锂芯,False
002246,北化股份,False
002247,聚力文化,False
002248,华东数控,False
002249,大洋电机,False
002250,联化科技,False
002251,步步高,False
002252,上海莱士,False
002254,泰和新材,False
002255,海陆重工,False
002256,兆新股份,False
002258,利尔化学,False
002259,升达林业,False
002260,德奥退,False
002261,拓维信息,False
002262,恩华药业,False
002263,大东南,False
002264,新华都,False
002265,建设工业,False
002266,浙富控股,False
002267,陕天然气,False
002268,电科网安,False
002269,美邦服饰,False
002270,华明装备,False
002271,东方雨虹,False
002272,川润股份,False
002273,水晶光电,False
002274,华昌化工,False
002275,桂林三金,False
002276,万马股份,False
002277,友阿股份,False
002278,神开股份,False
002279,久其软件,False
002281,光迅科技,False
002282,博深股份,False
002283,天润工业,False
002284,亚太股份,False
002285,世联行,False
002286,保龄宝,False
002287,奇正藏药,False
002290,禾盛新材,False
002291,遥望科技,False
002292,奥飞娱乐,False
002293,罗莱生活,False
002294,信立泰,False
002295,精艺股份,False
002296,辉煌科技,False
002297,博云新材,False
002298,中电鑫龙,False
002299,圣农发展,False
002300,太阳电缆,False
